96,1,20,46,46,46,6,6,46,46,46,6,6,46,46,46,6,6,46,46,46,6,6
IMAGE_WIDTH,IMAGE_HEIGHT,FACET_SIZE,FACET_COUNT,DEFORMATION_COUNT,TEST_CASE,VARIANT,LWS0,LWS1,LWS_SUB,DATASIZE,Total time [ms],Kernel time [ms],Status,Result Group
88,240,7,408,10,0,7,8,8,1,214,2.325,0.533,SUCCESS,-1
88,240,7,408,10,0,7,8,16,1,214,2.185,0.339,SUCCESS,-1
88,240,7,408,10,0,7,8,32,1,214,2.217,0.432,SUCCESS,-1
88,240,7,408,10,0,7,8,64,1,214,2.575,0.613,SUCCESS,-1
88,240,7,408,10,0,7,8,128,1,214,4.37,2.296,SUCCESS,-1
88,240,7,408,10,0,7,16,1,1,214,3.559,1.099,SUCCESS,-1
88,240,7,408,10,0,7,16,2,1,214,2.487,0.616,SUCCESS,-1
88,240,7,408,10,0,7,16,4,1,214,2.21,0.427,SUCCESS,-1
88,240,7,408,10,0,7,16,8,1,214,2.082,0.355,SUCCESS,-1
88,240,7,408,10,0,7,16,16,1,214,2.131,0.339,SUCCESS,-1
88,240,7,408,10,0,7,16,32,1,214,2.335,0.521,SUCCESS,-1
88,240,7,408,10,0,7,16,64,1,214,3.231,1.273,SUCCESS,-1
88,240,7,408,10,0,7,32,1,1,214,3.312,0.667,SUCCESS,-1
88,240,7,408,10,0,7,32,2,1,214,2.503,0.55,SUCCESS,-1
88,240,7,408,10,0,7,32,4,1,214,2.25,0.49,SUCCESS,-1
88,240,7,408,10,0,7,32,8,1,214,2.263,0.47,SUCCESS,-1
88,240,7,408,10,0,7,32,16,1,214,2.248,0.437,SUCCESS,-1
88,240,7,408,10,0,7,32,32,1,214,2.846,0.858,SUCCESS,-1
88,240,7,408,10,0,7,64,1,1,214,2.735,0.539,SUCCESS,-1
88,240,7,408,10,0,7,64,2,1,214,2.635,0.571,SUCCESS,-1
88,240,7,408,10,0,7,64,4,1,214,2.328,0.526,SUCCESS,-1
88,240,7,408,10,0,7,64,8,1,214,2.335,0.564,SUCCESS,-1
88,240,7,408,10,0,7,64,16,1,214,2.347,0.554,SUCCESS,-1
88,240,7,408,10,0,8,32,1,1,214,3.934,1.468,SUCCESS,-2
88,240,7,408,10,0,8,64,1,1,214,3.637,1.581,SUCCESS,-2
88,240,7,408,10,0,8,128,1,1,214,4.047,1.57,SUCCESS,-2
88,240,7,408,10,0,8,256,1,1,214,4.458,2.012,SUCCESS,-2
88,240,7,408,10,0,8,512,1,1,214,10.206,7.882,SUCCESS,-2
88,240,7,408,10,0,8,1024,1,1,214,16.347,14.078,SUCCESS,-2
88,240,7,408,10,0,9,32,1,1,214,3.41,1.548,SUCCESS,-1
88,240,7,408,10,0,9,64,1,1,214,3.588,1.758,SUCCESS,-1
88,240,7,408,10,0,9,128,1,1,214,3.463,1.639,SUCCESS,-1
88,240,7,408,10,0,9,256,1,1,214,4.442,2.133,SUCCESS,-1
88,240,7,408,10,0,9,512,1,1,214,5.857,3.897,SUCCESS,-1
88,240,7,408,10,0,9,1024,1,1,214,19.141,16.73,SUCCESS,-1
88,240,7,408,10,0,10,1,16,1,386,3.254,1.471,SUCCESS,-1
88,240,7,408,10,0,10,1,32,1,386,3.534,1.474,SUCCESS,-1
88,240,7,408,10,0,10,1,64,1,386,3.815,1.684,SUCCESS,-1
88,240,7,408,10,0,10,1,128,1,386,3.309,1.483,SUCCESS,-1
88,240,7,408,10,0,10,1,256,1,386,3.812,1.56,SUCCESS,-1
88,240,7,408,10,0,10,1,512,1,386,4.011,1.646,SUCCESS,-1
88,240,7,408,10,0,10,1,1024,1,386,18.308,16.261,SUCCESS,-1
88,240,7,408,10,0,10,2,8,1,386,3.486,1.649,SUCCESS,-1
88,240,7,408,10,0,10,2,16,1,386,2.645,0.882,SUCCESS,-1
88,240,7,408,10,0,10,2,32,1,386,3.277,1.015,SUCCESS,-1
88,240,7,408,10,0,10,2,64,1,386,2.775,0.89,SUCCESS,-1
88,240,7,408,10,0,10,2,128,1,386,3.039,0.978,SUCCESS,-1
88,240,7,408,10,0,10,2,256,1,386,3.01,1.093,SUCCESS,-1
88,240,7,408,10,0,10,2,512,1,386,11.682,9.544,SUCCESS,-1
88,240,7,408,10,0,10,4,4,1,386,3.469,1.555,SUCCESS,-1
88,240,7,408,10,0,10,4,8,1,386,2.955,1.087,SUCCESS,-1
88,240,7,408,10,0,10,4,16,1,386,2.563,0.808,SUCCESS,-1
88,240,7,408,10,0,10,4,32,1,386,3.217,0.837,SUCCESS,-1
88,240,7,408,10,0,10,4,64,1,386,2.65,0.811,SUCCESS,-1
88,240,7,408,10,0,10,4,128,1,386,2.934,1.097,SUCCESS,-1
88,240,7,408,10,0,10,4,256,1,386,8.601,6.389,SUCCESS,-1
88,240,7,408,10,0,10,8,2,1,386,3.604,1.803,SUCCESS,-1
88,240,7,408,10,0,10,8,4,1,386,2.933,1.134,SUCCESS,-1
88,240,7,408,10,0,10,8,8,1,386,3.19,1.328,SUCCESS,-1
88,240,7,408,10,0,10,8,16,1,386,2.773,0.993,SUCCESS,-1
88,240,7,408,10,0,10,8,32,1,386,3.385,1.043,SUCCESS,-1
88,240,7,408,10,0,10,8,64,1,386,2.985,1.192,SUCCESS,-1
88,240,7,408,10,0,10,8,128,1,386,6.758,4.602,SUCCESS,-1
88,240,7,408,10,0,10,16,1,1,386,4.448,2.575,SUCCESS,-1
