96,1,20,46,46,46,4,4,46,46,46,4,4,46,46,46,4,4,46,46,46,4,4
IMAGE_WIDTH,IMAGE_HEIGHT,FACET_SIZE,FACET_COUNT,DEFORMATION_COUNT,TEST_CASE,VARIANT,LWS0,LWS1,LWS_SUB,DATASIZE,Total time [ms],Kernel time [ms],Status,Result Group
88,240,7,408,10,0,6,8,32,1,214,3.935,2.931,SUCCESS,-2
88,240,7,408,10,0,6,8,64,1,214,3.948,2.961,SUCCESS,-2
88,240,7,408,10,0,6,8,128,1,214,3.823,2.799,SUCCESS,-2
88,240,7,408,10,0,6,16,1,1,214,3.974,2.906,SUCCESS,-2
88,240,7,408,10,0,6,16,2,1,214,3.949,2.983,SUCCESS,-2
88,240,7,408,10,0,6,16,4,1,214,3.961,2.982,SUCCESS,-2
88,240,7,408,10,0,6,16,8,1,214,4.104,3.109,SUCCESS,-2
88,240,7,408,10,0,6,16,16,1,214,4.218,3.21,SUCCESS,-2
88,240,7,408,10,0,6,16,32,1,214,4.335,3.159,SUCCESS,-2
88,240,7,408,10,0,6,16,64,1,214,4.188,3.205,SUCCESS,-2
88,240,7,408,10,0,6,32,1,1,214,3.89,2.907,SUCCESS,-2
88,240,7,408,10,0,6,32,2,1,214,3.905,2.945,SUCCESS,-2
88,240,7,408,10,0,6,32,4,1,214,4.076,3.077,SUCCESS,-2
88,240,7,408,10,0,6,32,8,1,214,4.278,3.236,SUCCESS,-2
88,240,7,408,10,0,6,32,16,1,214,4.365,3.39,SUCCESS,-2
88,240,7,408,10,0,6,32,32,1,214,4.378,3.383,SUCCESS,-2
88,240,7,408,10,0,6,64,1,1,214,4.075,2.941,SUCCESS,-2
88,240,7,408,10,0,6,64,2,1,214,4.147,3.168,SUCCESS,-2
88,240,7,408,10,0,6,64,4,1,214,3.92,2.938,SUCCESS,-2
88,240,7,408,10,0,6,64,8,1,214,4.698,3.709,SUCCESS,-2
88,240,7,408,10,0,6,64,16,1,214,4.627,3.637,SUCCESS,-2
88,240,7,408,10,0,7,1,16,1,214,3.964,2.983,SUCCESS,-1
88,240,7,408,10,0,7,1,32,1,214,4.715,3.677,SUCCESS,-1
88,240,7,408,10,0,7,1,64,1,214,3.947,2.964,SUCCESS,-1
88,240,7,408,10,0,7,1,128,1,214,3.973,2.966,SUCCESS,-1
88,240,7,408,10,0,7,1,256,1,214,3.982,2.985,SUCCESS,-1
88,240,7,408,10,0,7,1,512,1,214,4.028,3.067,SUCCESS,-1
88,240,7,408,10,0,7,1,1024,1,214,4,2.982,SUCCESS,-1
88,240,7,408,10,0,7,2,8,1,214,3.991,2.998,SUCCESS,-1
88,240,7,408,10,0,7,2,16,1,214,3.988,2.996,SUCCESS,-1
88,240,7,408,10,0,7,2,32,1,214,4.202,3.177,SUCCESS,-1
88,240,7,408,10,0,7,2,64,1,214,4.036,3.053,SUCCESS,-1
88,240,7,408,10,0,7,2,128,1,214,3.938,2.965,SUCCESS,-1
88,240,7,408,10,0,7,2,256,1,214,4.089,3.023,SUCCESS,-1
88,240,7,408,10,0,7,2,512,1,214,4.091,3.12,SUCCESS,-1
88,240,7,408,10,0,7,4,4,1,214,4.022,3.021,SUCCESS,-1
88,240,7,408,10,0,7,4,8,1,214,4.02,3.006,SUCCESS,-1
88,240,7,408,10,0,7,4,16,1,214,4.043,3.068,SUCCESS,-1
88,240,7,408,10,0,7,4,32,1,214,4.007,3.043,SUCCESS,-1
88,240,7,408,10,0,7,4,64,1,214,4.019,3.009,SUCCESS,-1
88,240,7,408,10,0,7,4,128,1,214,3.996,3.008,SUCCESS,-1
88,240,7,408,10,0,7,4,256,1,214,4.35,3.131,SUCCESS,-1
88,240,7,408,10,0,7,8,2,1,214,3.952,2.983,SUCCESS,-1
88,240,7,408,10,0,7,8,4,1,214,4.049,3.022,SUCCESS,-1
88,240,7,408,10,0,7,8,8,1,214,4.067,3.085,SUCCESS,-1
88,240,7,408,10,0,7,8,16,1,214,4.246,3.242,SUCCESS,-1
88,240,7,408,10,0,7,8,32,1,214,4.009,3.029,SUCCESS,-1
88,240,7,408,10,0,7,8,64,1,214,3.976,3.001,SUCCESS,-1
88,240,7,408,10,0,7,8,128,1,214,4.012,3.006,SUCCESS,-1
