18,1,12,8,8,11,11,11,11,46,46,46,46,46,46
IMAGE_WIDTH,IMAGE_HEIGHT,FACET_SIZE,DEFORMATION_COUNT,TEST_CASE,VARIANT,LWS0,LWS1,FACET_COUNT,DATASIZE,Total time [ms],Kernel time [ms],Status,Result Group
128,96,9,100,0,10,16,4,140,247,6,4,SUCCESS,-10
128,96,9,100,0,10,16,8,140,247,6,4,SUCCESS,-10
128,96,9,100,0,10,16,16,140,247,6,4,SUCCESS,-10
128,96,9,100,0,10,16,32,140,247,6,4,SUCCESS,-10
128,96,9,100,0,10,16,64,140,247,6,4,SUCCESS,-10
128,96,9,100,0,10,32,1,140,247,12,9,SUCCESS,-10
128,96,9,100,0,10,32,2,140,247,10,7,SUCCESS,-10
128,96,9,100,0,10,32,4,140,247,9,7,SUCCESS,-10
128,96,9,100,0,10,32,8,140,247,10,7,SUCCESS,-10
128,96,9,100,0,10,32,16,140,247,9,8,SUCCESS,-10
128,96,9,100,0,10,32,32,140,247,10,8,SUCCESS,-10
128,96,9,100,0,10,64,1,140,247,11,8,SUCCESS,-10
128,96,9,100,0,10,64,2,140,247,11,8,SUCCESS,-10
128,96,9,100,0,10,64,4,140,247,10,8,SUCCESS,-10
128,96,9,100,0,10,64,8,140,247,9,7,SUCCESS,-10
128,96,9,100,0,10,64,16,140,247,10,8,SUCCESS,-10
128,96,9,100,0,11,1,16,140,247,9,7,SUCCESS,-11
128,96,9,100,0,11,1,32,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,1,64,140,247,4,2,SUCCESS,-11
128,96,9,100,0,11,1,128,140,247,3,1,SUCCESS,-11
128,96,9,100,0,11,1,256,140,247,4,2,SUCCESS,-11
128,96,9,100,0,11,1,512,140,247,4,2,SUCCESS,-11
128,96,9,100,0,11,1,1024,140,247,10,8,SUCCESS,-11
128,96,9,100,0,11,2,8,140,247,9,7,SUCCESS,-11
128,96,9,100,0,11,2,16,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,2,32,140,247,4,2,SUCCESS,-11
128,96,9,100,0,11,2,64,140,247,3,1,SUCCESS,-11
128,96,9,100,0,11,2,128,140,247,3,1,SUCCESS,-11
128,96,9,100,0,11,2,256,140,247,3,1,SUCCESS,-11
128,96,9,100,0,11,2,512,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,4,4,140,247,9,7,SUCCESS,-11
128,96,9,100,0,11,4,8,140,247,6,4,SUCCESS,-11
128,96,9,100,0,11,4,16,140,247,4,2,SUCCESS,-11
128,96,9,100,0,11,4,32,140,247,3,1,SUCCESS,-11
128,96,9,100,0,11,4,64,140,247,3,1,SUCCESS,-11
128,96,9,100,0,11,4,128,140,247,3,1,SUCCESS,-11
128,96,9,100,0,11,4,256,140,247,4,2,SUCCESS,-11
